,Embarked,class,Age,Fare,isFemale,Survived
728,3,2,25.0,26.0,0,0
729,3,3,25.0,7.925,1,0
730,3,1,29.0,211.3375,1,1
731,1,3,11.0,18.7875,0,0
732,3,2,29.69911764705882,0.0,0,0
733,3,2,23.0,13.0,0,0
734,3,2,23.0,13.0,0,0
735,3,3,28.5,16.1,0,0
736,3,3,48.0,34.375,1,0
737,1,1,35.0,512.3292,0,1
738,3,3,29.69911764705882,7.8958,0,0
739,3,3,29.69911764705882,7.8958,0,0
740,3,1,29.69911764705882,30.0,0,1
741,3,1,36.0,78.85,0,0
742,1,1,21.0,262.375,1,1
743,3,3,24.0,16.1,0,0
744,3,3,31.0,7.925,0,1
745,3,1,70.0,71.0,0,0
746,3,3,16.0,20.25,0,0
747,3,2,30.0,13.0,1,1
748,3,1,19.0,53.1,0,0
749,2,3,31.0,7.75,0,0
750,3,2,4.0,23.0,1,1
751,3,3,6.0,12.475,0,1
752,3,3,33.0,9.5,0,0
753,3,3,23.0,7.8958,0,0
754,3,2,48.0,65.0,1,1
755,3,2,0.67,14.5,0,1
756,3,3,28.0,7.7958,0,0
757,3,2,18.0,11.5,0,0
758,3,3,34.0,8.05,0,0
759,3,1,33.0,86.5,1,1
760,3,3,29.69911764705882,14.5,0,0
761,3,3,41.0,7.125,0,0
762,1,3,20.0,7.2292,0,1
763,3,1,36.0,120.0,1,1
764,3,3,16.0,7.775,0,0
765,3,1,51.0,77.9583,1,1
766,1,1,29.69911764705882,39.6,0,0
767,2,3,30.5,7.75,1,0
768,2,3,29.69911764705882,24.15,0,0
769,3,3,32.0,8.3625,0,0
770,3,3,24.0,9.5,0,0
771,3,3,48.0,7.8542,0,0
772,3,2,57.0,10.5,1,0
773,1,3,29.69911764705882,7.225,0,0
774,3,2,54.0,23.0,1,1
775,3,3,18.0,7.75,0,0
776,2,3,29.69911764705882,7.75,0,0
777,3,3,5.0,12.475,1,1
778,2,3,29.69911764705882,7.7375,0,0
779,3,1,43.0,211.3375,1,1
780,1,3,13.0,7.2292,1,1
781,3,1,17.0,57.0,1,1
782,3,1,29.0,30.0,0,0
783,3,3,29.69911764705882,23.45,0,0
784,3,3,25.0,7.05,0,0
785,3,3,25.0,7.25,0,0
786,3,3,18.0,7.4958,1,1
787,2,3,8.0,29.125,0,0
788,3,3,1.0,20.575,0,1
789,1,1,46.0,79.2,0,0
790,2,3,29.69911764705882,7.75,0,0
791,3,2,16.0,26.0,0,0
792,3,3,29.69911764705882,69.55,1,0
793,1,1,29.69911764705882,30.6958,0,0
794,3,3,25.0,7.8958,0,0
795,3,2,39.0,13.0,0,0
796,3,1,49.0,25.9292,1,1
797,3,3,31.0,8.6833,1,1
798,1,3,30.0,7.2292,0,0
799,3,3,30.0,24.15,1,0
800,3,2,34.0,13.0,0,0
801,3,2,31.0,26.25,1,1
802,3,1,11.0,120.0,0,1
803,1,3,0.42,8.5167,0,1
804,3,3,27.0,6.975,0,1
805,3,3,31.0,7.775,0,0
806,3,1,39.0,0.0,0,0
807,3,3,18.0,7.775,1,0
808,3,2,39.0,13.0,0,0
809,3,1,33.0,53.1,1,1
810,3,3,26.0,7.8875,0,0
811,3,3,39.0,24.15,0,0
812,3,2,35.0,10.5,0,0
813,3,3,6.0,31.275,1,0
814,3,3,30.5,8.05,0,0
815,3,1,29.69911764705882,0.0,0,0
816,3,3,23.0,7.925,1,0
817,1,2,31.0,37.0042,0,0
818,3,3,43.0,6.45,0,0
819,3,3,10.0,27.9,0,0
820,3,1,52.0,93.5,1,1
821,3,3,27.0,8.6625,0,1
822,3,1,38.0,0.0,0,0
823,3,3,27.0,12.475,1,1
824,3,3,2.0,39.6875,0,0
825,2,3,29.69911764705882,6.95,0,0
826,3,3,29.69911764705882,56.4958,0,0
827,1,2,1.0,37.0042,0,1
828,2,3,29.69911764705882,7.75,0,1
829,4,1,62.0,80.0,1,1
830,1,3,15.0,14.4542,1,1
831,3,2,0.83,18.75,0,1
832,1,3,29.69911764705882,7.2292,0,0
833,3,3,23.0,7.8542,0,0
834,3,3,18.0,8.3,0,0
835,1,1,39.0,83.1583,1,1
836,3,3,21.0,8.6625,0,0
837,3,3,29.69911764705882,8.05,0,0
838,3,3,32.0,56.4958,0,1
839,1,1,29.69911764705882,29.7,0,1
840,3,3,20.0,7.925,0,0
841,3,2,16.0,10.5,0,0
842,1,1,30.0,31.0,1,1
843,1,3,34.5,6.4375,0,0
844,3,3,17.0,8.6625,0,0
845,3,3,42.0,7.55,0,0
846,3,3,29.69911764705882,69.55,0,0
847,1,3,35.0,7.8958,0,0
848,3,2,28.0,33.0,0,0
849,1,1,29.69911764705882,89.1042,1,1
850,3,3,4.0,31.275,0,0
851,3,3,74.0,7.775,0,0
852,1,3,9.0,15.2458,1,0
853,3,1,16.0,39.4,1,1
854,3,2,44.0,26.0,1,0
855,3,3,18.0,9.35,1,1
856,3,1,45.0,164.8667,1,1
857,3,1,51.0,26.55,0,1
858,1,3,24.0,19.2583,1,1
859,1,3,29.69911764705882,7.2292,0,0
860,3,3,41.0,14.1083,0,0
861,3,2,21.0,11.5,0,0
862,3,1,48.0,25.9292,1,1
863,3,3,29.69911764705882,69.55,1,0
864,3,2,24.0,13.0,0,0
865,3,2,42.0,13.0,1,1
866,1,2,27.0,13.8583,1,1
867,3,1,31.0,50.4958,0,0
868,3,3,29.69911764705882,9.5,0,0
869,3,3,4.0,11.1333,0,1
870,3,3,26.0,7.8958,0,0
871,3,1,47.0,52.5542,1,1
872,3,1,33.0,5.0,0,0
873,3,3,47.0,9.0,0,0
874,1,2,28.0,24.0,1,1
875,1,3,15.0,7.225,1,1
876,3,3,20.0,9.8458,0,0
877,3,3,19.0,7.8958,0,0
878,3,3,29.69911764705882,7.8958,0,0
879,1,1,56.0,83.1583,1,1
880,3,2,25.0,26.0,1,1
881,3,3,33.0,7.8958,0,0
882,3,3,22.0,10.5167,1,0
883,3,2,28.0,10.5,0,0
884,3,3,25.0,7.05,0,0
885,2,3,39.0,29.125,1,0
886,3,2,27.0,13.0,0,0
887,3,1,19.0,30.0,1,1
888,3,3,29.69911764705882,23.45,1,0
889,1,1,26.0,30.0,0,1
890,2,3,32.0,7.75,0,0
